report_date,level,source,region,category,count
2026-09-13,region_category,JobG8,North Scotland,Customer Sales / Sales Advisor,4
2026-09-13,region_category,JobG8,Northamptonshire,Admin/Service – Office Support,19
2026-09-13,region_category,JobG8,Northern Ireland - East,Admin/Service – Office Support,54
2026-09-13,region_category,JobG8,Northern Ireland - East,Finance / Accounts,12
2026-09-13,region_category,JobG8,Northern Ireland - East,HR / Recruitment,5
2026-09-13,region_category,JobG8,Northern Ireland - East,Marketing,7
2026-09-13,region_category,JobG8,Nottinghamshire,Admin/Service – Office Support,13
2026-09-13,region_category,JobG8,Nottinghamshire,HR / Recruitment,4
2026-09-13,region_category,JobG8,Oxfordshire,Admin/Service – Office Support,17
2026-09-13,region_category,JobG8,Oxfordshire,Marketing,6
2026-09-13,region_category,JobG8,Oxfordshire,Support Worker – Wide,3
2026-09-13,region_category,JobG8,Scotland Central - Edinburgh & Lothians,Admin/Service – Office Support,12
2026-09-13,region_category,JobG8,Scotland Central - Tayside,Admin/Service – Office Support,6
2026-09-13,region_category,JobG8,Scotland West - Glasgow,Admin/Service – Office Support,16
2026-09-13,region_category,JobG8,Scotland West - Glasgow,Customer Sales / Sales Advisor,1
2026-09-13,region_category,JobG8,Shropshire,Admin/Service – Office Support,8
2026-09-13,region_category,JobG8,Somerset,Admin/Service – Office Support,11
2026-09-13,region_category,JobG8,Staffordshire,Admin/Service – Office Support,12
2026-09-13,region_category,JobG8,Staffordshire,Customer Service / Contact Centre,1
2026-09-13,region_category,JobG8,Suffolk,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Suffolk,Legal Assistant / Paralegal,2
2026-09-13,region_category,JobG8,Surrey,Admin/Service – Office Support,38
2026-09-13,region_category,JobG8,Surrey,Customer Sales / Sales Advisor,3
2026-09-13,region_category,JobG8,Surrey,Customer Service / Contact Centre,1
2026-09-13,region_category,JobG8,Surrey,Marketing,13
2026-09-13,region_category,JobG8,Surrey,Support Worker – Wide,1
2026-09-13,region_category,JobG8,Sussex,Admin/Service – Office Support,23
2026-09-13,region_category,JobG8,Sussex,Customer Sales / Sales Advisor,2
2026-09-13,region_category,JobG8,Sussex,HR / Recruitment,2
2026-09-13,region_category,JobG8,Sussex,Support Worker – Wide,3
2026-09-13,region_category,JobG8,Wales South - Cardiff & Vale,Admin/Service – Office Support,5
2026-09-13,region_category,JobG8,Wales South - Valleys,Admin/Service – Office Support,2
2026-09-13,region_category,JobG8,West Midlands - Birmingham & Solihull,Admin/Service – Office Support,16
2026-09-13,region_category,JobG8,West Midlands - Birmingham & Solihull,HR / Recruitment,2
2026-09-13,region_category,JobG8,West Midlands - Birmingham & Solihull,Marketing,6
2026-09-13,region_category,JobG8,West Midlands - Black Country,Admin/Service – Office Support,2
2026-09-13,region_category,JobG8,West Midlands - Coventry & Warwickshire,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,West Midlands - Coventry & Warwickshire,HR / Recruitment,9
2026-09-13,region_category,JobG8,Wiltshire,Admin/Service – Office Support,11
2026-09-13,region_category,JobG8,Wiltshire,Support Worker – Wide,2
2026-09-13,region_category,JobG8,Worcestershire,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Yorkshire - East,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Yorkshire - North,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Yorkshire - North,Marketing,7
2026-09-13,region_category,JobG8,Yorkshire - South,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,Yorkshire - West,Admin/Service – Office Support,26
2026-09-13,region_category,JobG8,Yorkshire - West,HR / Recruitment,4
2026-09-13,region_category,JobG8,Yorkshire - West,Support Worker – Wide,2
2026-09-13,region_category,NEJobs,North East,Admin/Service – Office Support,13
2026-09-13,region_category,NHS Jobs,Bedfordshire,Unspecified,4
2026-09-13,region_category,NHS Jobs,Berkshire,Unspecified,4
2026-09-13,region_category,NHS Jobs,Bristol & Bath,Unspecified,5
2026-09-13,region_category,NHS Jobs,Buckinghamshire,Unspecified,6
2026-09-13,region_category,NHS Jobs,Cambridgeshire,Unspecified,2
2026-09-13,region_category,NHS Jobs,Cheshire - West,Unspecified,1
2026-09-13,region_category,NHS Jobs,Cornwall,Unspecified,1
2026-09-13,region_category,NHS Jobs,Devon,Unspecified,4
2026-09-13,region_category,NHS Jobs,Dorset,Unspecified,2
2026-09-13,region_category,NHS Jobs,Essex,Unspecified,6
2026-09-13,region_category,NHS Jobs,Gloucestershire,Unspecified,4
2026-09-13,region_category,NHS Jobs,Greater Manchester - Manchester & Salford,Unspecified,5
2026-09-13,region_category,NHS Jobs,Greater Manchester - South,Unspecified,2
2026-09-13,region_category,NHS Jobs,Greater Manchester - Wigan & Bolton,Unspecified,1
2026-09-13,region_category,NHS Jobs,Hampshire,Unspecified,10
2026-09-13,region_category,NHS Jobs,Hertfordshire,Unspecified,3
2026-09-13,region_category,NHS Jobs,Kent,Unspecified,10
2026-09-13,region_category,NHS Jobs,Lincolnshire,Unspecified,1
2026-09-13,region_category,NHS Jobs,London,Unspecified,36
2026-09-13,region_category,NHS Jobs,Merseyside - Liverpool,Unspecified,3
2026-09-13,region_category,NHS Jobs,Norfolk,Unspecified,1
2026-09-13,region_category,NHS Jobs,North East,Unspecified,18
2026-09-13,region_category,NHS Jobs,Northamptonshire,Unspecified,1
2026-09-13,region_category,NHS Jobs,Nottinghamshire,Unspecified,5
2026-09-13,region_category,NHS Jobs,Oxfordshire,Unspecified,4
2026-09-13,region_category,NHS Jobs,Scotland Central - Tayside,Unspecified,1
2026-09-13,region_category,NHS Jobs,Shropshire,Unspecified,2
2026-09-13,region_category,NHS Jobs,Somerset,Unspecified,3
2026-09-13,region_category,NHS Jobs,Staffordshire,Unspecified,3
2026-09-13,region_category,NHS Jobs,Suffolk,Unspecified,2
2026-09-13,region_category,NHS Jobs,Surrey,Unspecified,7
2026-09-13,region_category,NHS Jobs,Sussex,Unspecified,4
2026-09-13,region_category,NHS Jobs,West Midlands - Birmingham & Solihull,Unspecified,5
2026-09-13,region_category,NHS Jobs,West Midlands - Coventry & Warwickshire,Unspecified,1
2026-09-13,region_category,NHS Jobs,Wiltshire,Unspecified,2
2026-09-13,region_category,NHS Jobs,Worcestershire,Unspecified,2
2026-09-13,region_category,NHS Jobs,Yorkshire - East,Unspecified,2
2026-09-13,region_category,NHS Jobs,Yorkshire - North,Unspecified,2
2026-09-13,region_category,NHS Jobs,Yorkshire - South,Unspecified,4
2026-09-13,region_category,NHS Jobs,Yorkshire - West,Unspecified,7
2026-09-13,region_category,Teaching Vacancies,Berkshire,Admin/Service – Office Support,3
2026-09-13,region_category,Teaching Vacancies,Bristol & Bath,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Buckinghamshire,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Cambridgeshire,Admin/Service – Office Support,4
2026-09-13,region_category,Teaching Vacancies,Cheshire - West,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Cornwall,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Derbyshire,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Devon,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Dorset,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Essex,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Gloucestershire,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Greater Manchester - Manchester & Salford,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Greater Manchester - South,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Greater Manchester - Wigan & Bolton,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Hampshire,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Hertfordshire,Admin/Service – Office Support,5
2026-09-13,region_category,Teaching Vacancies,Kent,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Leicestershire,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Lincolnshire,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,London,Admin/Service – Office Support,8
2026-09-13,region_category,Teaching Vacancies,Merseyside - Liverpool,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Northamptonshire,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Nottinghamshire,Admin/Service – Office Support,5
2026-09-13,region_category,Teaching Vacancies,Oxfordshire,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Shropshire,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Somerset,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Suffolk,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Surrey,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,Sussex,Admin/Service – Office Support,2
2026-09-13,region_category,Teaching Vacancies,West Midlands - Birmingham & Solihull,Admin/Service – Office Support,3
2026-09-13,region_category,Teaching Vacancies,West Midlands - Black Country,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Yorkshire - North,Admin/Service – Office Support,1
2026-09-13,region_category,Teaching Vacancies,Yorkshire - South,Admin/Service – Office Support,3
2026-09-13,region_category,Teaching Vacancies,Yorkshire - West,Admin/Service – Office Support,3
2026-09-13,region_category,VONNE,North East,Admin/Service – Office Support,3
